title,company,location,remote,url,created_at,tags,description
Intern Business Intelligence & Reporting (m/f/d),Pitch,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-97,2026-06-20T08:13:27+00:00,"business-intelligence, reporting, data","We are looking for a Business Intelligence Intern to join our data team in Berlin.
You will create and maintain Power BI and Tableau dashboards for leadership reporting.
SQL proficiency is required for data extraction and transformation.
Strong Excel skills including pivot tables and VLOOKUP are valued.
Python (Pandas, NumPy) experience for data automation is a significant plus.
You will define and track KPIs and build reporting frameworks.
English and German communication skills essential."
Working Student Strategy & Operations (m/f/d),Tier Mobility,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-98,2026-05-29T08:13:27+00:00,"strategy, operations, working-student","Join our strategy and operations team as a Working Student in Berlin.
You will support senior consultants on key projects including process optimization and financial modeling.
Strong Excel and PowerPoint skills are mandatory. SQL knowledge is a big plus.
You will conduct market research, competitive intelligence, and SWOT analysis.
Stakeholder management and communication skills are essential.
Experience with project management tools like Notion, Jira or Confluence preferred.
Knowledge of agile and scrum methodologies is advantageous.
We use data analytics and Power BI dashboards for reporting and KPI tracking.
English C1 level required; German B2 or above strongly preferred."
Werkstudent Product & Operations (m/f/d),Trade Republic,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-99,2026-06-08T08:13:27+00:00,"product, operations, startup","Join our product and operations team as a Werkstudent at a Series B startup in Berlin.
You will support product owners in backlog management, sprint planning, and roadmap development.
Experience with agile, scrum, and kanban frameworks is required.
Strong analytical skills and proficiency in Excel, Notion, and Jira preferred.
Cross-functional collaboration with engineering, marketing, and business development teams.
Python or SQL for data analysis is a significant advantage.
English fluency required. German language skills are a plus."
Werkstudent Data & Analytics (m/f/d),Moss,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-100,2026-05-20T08:13:27+00:00,"data, analytics, python","Our analytics team is hiring a Werkstudent to support data-driven decision making.
You will work with Python (Pandas, NumPy, Matplotlib) and SQL for data extraction and analysis.
Experience with Power BI, Tableau, or Looker for dashboard creation is required.
You will build KPI reporting frameworks and automate Excel-based workflows.
Knowledge of statistics and A/B testing is a strong plus.
Familiarity with Google Analytics and data visualization best practices appreciated.
We work in an agile environment using Jira, Confluence, and Notion.
English fluency required; German skills are advantageous."
Intern Business Intelligence & Reporting (m/f/d),Taxfix,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-101,2026-05-27T08:13:27+00:00,"business-intelligence, reporting, data","We are looking for a Business Intelligence Intern to join our data team in Berlin.
You will create and maintain Power BI and Tableau dashboards for leadership reporting.
SQL proficiency is required for data extraction and transformation.
Strong Excel skills including pivot tables and VLOOKUP are valued.
Python (Pandas, NumPy) experience for data automation is a significant plus.
You will define and track KPIs and build reporting frameworks.
English and German communication skills essential."
Intern Marketing & Growth (m/f/d),HomeToGo,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-102,2026-05-25T08:13:27+00:00,"marketing, growth, intern","We are looking for a Marketing and Growth Intern to support our performance marketing team.
You will work on SEO, SEM, and Google Ads campaigns targeting European markets.
Proficiency in Google Analytics, Excel, and social media platforms required.
Experience with email marketing, HubSpot, or Salesforce CRM is a plus.
You will own campaign management from briefing to reporting, tracking KPIs and ROI.
Content marketing, copywriting, and basic data visualization skills appreciated.
You will run A/B testing and support lead generation initiatives.
Fluent English required; German C1 preferred."
Werkstudent Data & Analytics (m/f/d),N26,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-103,2026-05-26T08:13:27+00:00,"data, analytics, python","Our analytics team is hiring a Werkstudent to support data-driven decision making.
You will work with Python (Pandas, NumPy, Matplotlib) and SQL for data extraction and analysis.
Experience with Power BI, Tableau, or Looker for dashboard creation is required.
You will build KPI reporting frameworks and automate Excel-based workflows.
Knowledge of statistics and A/B testing is a strong plus.
Familiarity with Google Analytics and data visualization best practices appreciated.
We work in an agile environment using Jira, Confluence, and Notion.
English fluency required; German skills are advantageous."
Werkstudent SEO & Content Strategy (m/f/d),Trade Republic,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-104,2026-06-20T08:13:27+00:00,"seo, content, marketing","Our digital marketing team is hiring a Werkstudent for SEO and Content Strategy.
You will conduct SEO audits, keyword research, and competitive analysis for European markets.
Proficiency in Google Search Console, Ahrefs, Semrush, or Ubersuggest is required.
Experience with Google Analytics, Google Ads, and SEM campaigns is a strong plus.
Content marketing and copywriting skills appreciated.
Excel for reporting and HubSpot CRM familiarity preferred.
Fluent English required; German C1 is a strong advantage."
Werkstudent SEO & Content Strategy (m/f/d),Gorillas,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-105,2026-06-18T08:13:27+00:00,"seo, content, marketing","Our digital marketing team is hiring a Werkstudent for SEO and Content Strategy.
You will conduct SEO audits, keyword research, and competitive analysis for European markets.
Proficiency in Google Search Console, Ahrefs, Semrush, or Ubersuggest is required.
Experience with Google Analytics, Google Ads, and SEM campaigns is a strong plus.
Content marketing and copywriting skills appreciated.
Excel for reporting and HubSpot CRM familiarity preferred.
Fluent English required; German C1 is a strong advantage."
Werkstudent Data & Analytics (m/f/d),Enpal,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-106,2026-05-28T08:13:27+00:00,"data, analytics, python","Our analytics team is hiring a Werkstudent to support data-driven decision making.
You will work with Python (Pandas, NumPy, Matplotlib) and SQL for data extraction and analysis.
Experience with Power BI, Tableau, or Looker for dashboard creation is required.
You will build KPI reporting frameworks and automate Excel-based workflows.
Knowledge of statistics and A/B testing is a strong plus.
Familiarity with Google Analytics and data visualization best practices appreciated.
We work in an agile environment using Jira, Confluence, and Notion.
English fluency required; German skills are advantageous."
Intern Business Intelligence & Reporting (m/f/d),Contentful,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-107,2026-06-10T08:13:27+00:00,"business-intelligence, reporting, data","We are looking for a Business Intelligence Intern to join our data team in Berlin.
You will create and maintain Power BI and Tableau dashboards for leadership reporting.
SQL proficiency is required for data extraction and transformation.
Strong Excel skills including pivot tables and VLOOKUP are valued.
Python (Pandas, NumPy) experience for data automation is a significant plus.
You will define and track KPIs and build reporting frameworks.
English and German communication skills essential."
Werkstudent Venture & Investment Analysis (m/f/d),Tier Mobility,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-108,2026-06-13T08:13:27+00:00,"venture-capital, investment, analysis","Our venture capital team is looking for an analytical Werkstudent.
You will support deal sourcing, due diligence, and competitive intelligence for Series A and B investments.
Strong Excel and financial modeling skills are mandatory.
Experience with market research, investor relations, and pitch deck analysis is valued.
Familiarity with startup ecosystems and go-to-market strategy.
Python or R for data analysis is a strong plus. Tableau or Power BI experience preferred.
Fluent English and German (B2+) required."
Werkstudent Venture & Investment Analysis (m/f/d),Gorillas,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-109,2026-05-30T08:13:27+00:00,"venture-capital, investment, analysis","Our venture capital team is looking for an analytical Werkstudent.
You will support deal sourcing, due diligence, and competitive intelligence for Series A and B investments.
Strong Excel and financial modeling skills are mandatory.
Experience with market research, investor relations, and pitch deck analysis is valued.
Familiarity with startup ecosystems and go-to-market strategy.
Python or R for data analysis is a strong plus. Tableau or Power BI experience preferred.
Fluent English and German (B2+) required."
Junior Consultant / Working Student Strategy (m/f/d),Finn,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-110,2026-06-05T08:13:27+00:00,"consulting, strategy, junior","We are a Berlin-based strategy consultancy seeking a Junior Consultant or Working Student.
You will support client-facing strategy projects including business model analysis and due diligence.
Strong analytical and problem solving skills are essential, along with excellent PowerPoint skills.
You will apply frameworks including SWOT, PESTLE, and Business Model Canvas.
Financial modeling in Excel and stakeholder management experience are highly valued.
Project management experience and proficiency in tools like Notion or Asana preferred.
German C1 and English C1 required for client communication.
Experience in market research, competitive analysis, and pitch deck creation is a plus."
Werkstudent Venture & Investment Analysis (m/f/d),FinLeap,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-111,2026-05-08T08:13:27+00:00,"venture-capital, investment, analysis","Our venture capital team is looking for an analytical Werkstudent.
You will support deal sourcing, due diligence, and competitive intelligence for Series A and B investments.
Strong Excel and financial modeling skills are mandatory.
Experience with market research, investor relations, and pitch deck analysis is valued.
Familiarity with startup ecosystems and go-to-market strategy.
Python or R for data analysis is a strong plus. Tableau or Power BI experience preferred.
Fluent English and German (B2+) required."
Werkstudent SEO & Content Strategy (m/f/d),Foodspring,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-112,2026-05-09T08:13:27+00:00,"seo, content, marketing","Our digital marketing team is hiring a Werkstudent for SEO and Content Strategy.
You will conduct SEO audits, keyword research, and competitive analysis for European markets.
Proficiency in Google Search Console, Ahrefs, Semrush, or Ubersuggest is required.
Experience with Google Analytics, Google Ads, and SEM campaigns is a strong plus.
Content marketing and copywriting skills appreciated.
Excel for reporting and HubSpot CRM familiarity preferred.
Fluent English required; German C1 is a strong advantage."
Intern Business Intelligence & Reporting (m/f/d),Taxfix,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-113,2026-06-11T08:13:27+00:00,"business-intelligence, reporting, data","We are looking for a Business Intelligence Intern to join our data team in Berlin.
You will create and maintain Power BI and Tableau dashboards for leadership reporting.
SQL proficiency is required for data extraction and transformation.
Strong Excel skills including pivot tables and VLOOKUP are valued.
Python (Pandas, NumPy) experience for data automation is a significant plus.
You will define and track KPIs and build reporting frameworks.
English and German communication skills essential."
Junior Consultant / Working Student Strategy (m/f/d),Moss,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-114,2026-06-20T08:13:27+00:00,"consulting, strategy, junior","We are a Berlin-based strategy consultancy seeking a Junior Consultant or Working Student.
You will support client-facing strategy projects including business model analysis and due diligence.
Strong analytical and problem solving skills are essential, along with excellent PowerPoint skills.
You will apply frameworks including SWOT, PESTLE, and Business Model Canvas.
Financial modeling in Excel and stakeholder management experience are highly valued.
Project management experience and proficiency in tools like Notion or Asana preferred.
German C1 and English C1 required for client communication.
Experience in market research, competitive analysis, and pitch deck creation is a plus."
Working Student Founder's Associate (m/f/d),Pitch,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-115,2026-05-20T08:13:27+00:00,"founders-associate, chief-of-staff, startup","Work directly with our founders at this fast-growing Berlin startup.
You will own strategic projects spanning business development, operations, and fundraising.
Strong analytical, problem solving, and communication skills are non-negotiable.
You will prepare investor materials, pitch decks, and due diligence reports.
Market research, competitive intelligence, and financial modeling in Excel are core responsibilities.
Proficiency in Notion, Confluence, and project management tools preferred.
Python or SQL skills for data analysis are advantageous.
English and German (C1) required."
Werkstudent Business Development (m/f/d),Pitch,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-116,2026-06-03T08:13:27+00:00,"business-development, startup, berlin","We are looking for a Werkstudent Business Development to join our growing team in Berlin.
You will support our business development and strategy team in identifying new market opportunities.
Requirements: Strong analytical skills, proficiency in Excel and PowerPoint, experience with market research.
Nice to have: Python, SQL, Tableau or Power BI for data analysis and reporting.
You will work on go-to-market strategy, competitive analysis, and stakeholder management.
Fluent English required; German is a plus. Agile working environment with OKR-driven goals.
You will collaborate cross-functionally with marketing, product, and operations teams.
Experience with CRM tools like Salesforce or HubSpot is beneficial."
Werkstudent Business Development (m/f/d),Tier Mobility,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-117,2026-05-17T08:13:27+00:00,"business-development, startup, berlin","We are looking for a Werkstudent Business Development to join our growing team in Berlin.
You will support our business development and strategy team in identifying new market opportunities.
Requirements: Strong analytical skills, proficiency in Excel and PowerPoint, experience with market research.
Nice to have: Python, SQL, Tableau or Power BI for data analysis and reporting.
You will work on go-to-market strategy, competitive analysis, and stakeholder management.
Fluent English required; German is a plus. Agile working environment with OKR-driven goals.
You will collaborate cross-functionally with marketing, product, and operations teams.
Experience with CRM tools like Salesforce or HubSpot is beneficial."
Intern Business Intelligence & Reporting (m/f/d),Personio,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-118,2026-04-26T08:13:27+00:00,"business-intelligence, reporting, data","We are looking for a Business Intelligence Intern to join our data team in Berlin.
You will create and maintain Power BI and Tableau dashboards for leadership reporting.
SQL proficiency is required for data extraction and transformation.
Strong Excel skills including pivot tables and VLOOKUP are valued.
Python (Pandas, NumPy) experience for data automation is a significant plus.
You will define and track KPIs and build reporting frameworks.
English and German communication skills essential."
Werkstudent SEO & Content Strategy (m/f/d),Enpal,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-119,2026-06-20T08:13:27+00:00,"seo, content, marketing","Our digital marketing team is hiring a Werkstudent for SEO and Content Strategy.
You will conduct SEO audits, keyword research, and competitive analysis for European markets.
Proficiency in Google Search Console, Ahrefs, Semrush, or Ubersuggest is required.
Experience with Google Analytics, Google Ads, and SEM campaigns is a strong plus.
Content marketing and copywriting skills appreciated.
Excel for reporting and HubSpot CRM familiarity preferred.
Fluent English required; German C1 is a strong advantage."
Werkstudent SEO & Content Strategy (m/f/d),N26,"Berlin, Germany",False,https://www.arbeitnow.com/jobs/sample-120,2026-04-30T08:13:27+00:00,"seo, content, marketing","Our digital marketing team is hiring a Werkstudent for SEO and Content Strategy.
You will conduct SEO audits, keyword research, and competitive analysis for European markets.
Proficiency in Google Search Console, Ahrefs, Semrush, or Ubersuggest is required.
Experience with Google Analytics, Google Ads, and SEM campaigns is a strong plus.
Content marketing and copywriting skills appreciated.
Excel for reporting and HubSpot CRM familiarity preferred.
Fluent English required; German C1 is a strong advantage."
